ASV,Dry_F_1,Dry_F_2,Dry_F_3,Dry_F_4,Dry_F_5,Dry_N_1,Dry_N_2,Dry_N_3,Dry_N_4,Dry_N_5,Wet_F_1,Wet_F_2,Wet_F_3,Wet_F_4,Wet_F_5,Wet_N_1,Wet_N_2,Wet_N_3,Wet_N_4,Wet_N_5
ASV_1173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
ASV_1174,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV_1175,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_1176,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
ASV_1177,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1178,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
ASV_1179,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1180,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1181,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ASV_1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
ASV_1184,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_1185,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
ASV_1186,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
ASV_1187,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
ASV_1188,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1189,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
ASV_1190,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
ASV_1191,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ASV_1192,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASV_1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
ASV_1194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
ASV_1196,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_1197,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV_1198,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
ASV_1199,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
ASV_1201,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
ASV_1202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1203,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
ASV_1204,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1205,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1206,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
ASV_1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV_1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV_1209,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_1210,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV_1211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
ASV_1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV_1213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
ASV_1214,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1215,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ASV_1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
ASV_1217,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
ASV_1218,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ASV_1219,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1220,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_1221,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ASV_1222,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
ASV_1224,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1225,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ASV_1226,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1227,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1228,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1229,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1230,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV_1231,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_1232,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1233,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ASV_1235,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1237,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ASV_1238,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
ASV_1239,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ASV_1240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ASV_1241,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1242,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ASV_1243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_1245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1246,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1247,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ASV_1248,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ASV_1249,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ASV_1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1251,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV_1252,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_1253,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1254,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1255,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1256,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV_1257,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1259,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
ASV_1260,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_1261,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_1262,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1263,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1264,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ASV_1265,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_1266,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_1268,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1269,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1270,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1271,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1272,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1273,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
ASV_1274,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1275,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ASV_1280,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV_1282,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
ASV_1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_1285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
ASV_1286,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
ASV_1287,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV_1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
ASV_1290,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ASV_1292,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_1294,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1295,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1296,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1297,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ASV_1299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
ASV_1300,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1301,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1302,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1303,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
ASV_1304,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV_1306,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
ASV_1307,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV_1308,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASV_1309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ASV_1310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
ASV_1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
ASV_1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_1313,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ASV_1315,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1316,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
ASV_1317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ASV_1318,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_1319,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1320,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1321,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
ASV_1323,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_1324,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1325,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1326,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1327,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1328,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_1330,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1331,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1332,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ASV_1333,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1335,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1337,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1338,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
ASV_1339,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
ASV_1341,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
ASV_1342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ASV_1343,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ASV_1344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_1345,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1346,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
ASV_1347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_1348,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1349,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_1350,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ASV_1353,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_1354,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV_1356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1357,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ASV_1358,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_1359,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASV_1360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
ASV_1361,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ASV_1362,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1363,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_1364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ASV_1365,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1366,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1367,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1368,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_1369,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1370,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_1371,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1372,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ASV_1373,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1374,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
ASV_1376,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1377,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_1378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ASV_1379,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1380,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ASV_1381,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1382,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1383,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
ASV_1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
ASV_1385,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
ASV_1386,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1387,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_1388,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ASV_1389,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1390,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1391,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
ASV_1392,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_1393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
ASV_1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1395,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
ASV_1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_1397,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1398,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
ASV_1400,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1401,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
ASV_1402,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1403,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1404,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ASV_1406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
ASV_1407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1408,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_1409,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1410,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1411,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1412,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1414,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1415,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1416,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1417,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
ASV_1418,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1419,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
ASV_1421,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ASV_1422,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ASV_1423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ASV_1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_1425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ASV_1426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ASV_1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_1428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1430,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_1432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1433,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ASV_1434,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
ASV_1435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ASV_1436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
ASV_1437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
ASV_1438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
ASV_1439,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ASV_1440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
ASV_1442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ASV_1443,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1444,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ASV_1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_1446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ASV_1447,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_1448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1449,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1451,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
ASV_1453,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1454,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ASV_1456,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_1457,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_1459,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_1461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1462,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1463,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ASV_1464,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
ASV_1466,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
